 #energy tdos sumdos updos dndos awdos
       -19.6107         0.0020        16.4919         0.0016        -0.0005         0.0020
       -19.6046         0.0028        16.4919         0.0022        -0.0006         0.0028
       -19.5985         0.0038        16.4919         0.0029        -0.0009         0.0038
       -19.5924         0.0052        16.4919         0.0040        -0.0012         0.0052
       -19.5863         0.0070        16.4919         0.0054        -0.0016         0.0070
       -19.5802         0.0094        16.4920         0.0072        -0.0022         0.0094
       -19.5741         0.0125        16.4920         0.0096        -0.0029         0.0125
       -19.5680         0.0165        16.4921         0.0127        -0.0038         0.0165
       -19.5619         0.0218        16.4922         0.0167        -0.0050         0.0218
       -19.5558         0.0285        16.4923         0.0219        -0.0066         0.0285
       -19.5497         0.0372        16.4925         0.0286        -0.0086         0.0372
       -19.5436         0.0482        16.4927         0.0370        -0.0112         0.0482
       -19.5375         0.0621        16.4929         0.0476        -0.0145         0.0621
       -19.5314         0.0796        16.4933         0.0609        -0.0186         0.0796
       -19.5253         0.1014        16.4937         0.0776        -0.0238         0.1014
       -19.5192         0.1284        16.4942         0.0982        -0.0302         0.1284
       -19.5131         0.1618        16.4949         0.1236        -0.0382         0.1618
       -19.5070         0.2027        16.4958         0.1548        -0.0480         0.2027
       -19.5009         0.2526        16.4969         0.1927        -0.0600         0.2526
       -19.4948         0.3130        16.4983         0.2385        -0.0745         0.3130
       -19.4887         0.3857        16.5000         0.2936        -0.0921         0.3857
       -19.4826         0.4727        16.5022         0.3594        -0.1133         0.4727
       -19.4765         0.5761        16.5048         0.4376        -0.1385         0.5761
       -19.4704         0.6983        16.5080         0.5298        -0.1685         0.6983
       -19.4643         0.8418        16.5119         0.6380        -0.2039         0.8418
       -19.4582         1.0092        16.5166         0.7639        -0.2453         1.0092
       -19.4521         1.2034        16.5222         0.9098        -0.2936         1.2034
       -19.4460         1.4271        16.5290         1.0775        -0.3496         1.4271
       -19.4399         1.6833        16.5370         1.2692        -0.4141         1.6833
       -19.4338         1.9749        16.5465         1.4870        -0.4879         1.9749
       -19.4277         2.3044        16.5576         1.7326        -0.5718         2.3044
       -19.4216         2.6747        16.5707         2.0079        -0.6667         2.6747
       -19.4155         3.0879        16.5859         2.3145        -0.7733         3.0879
       -19.4094         3.5460        16.6034         2.6537        -0.8924         3.5460
       -19.4033         4.0508        16.6237         3.0263        -1.0245         4.0508
       -19.3972         4.6032        16.6468         3.4329        -1.1703         4.6032
       -19.3911         5.2038        16.6732         3.8737        -1.3301         5.2038
       -19.3850         5.8523        16.7031         4.3482        -1.5041         5.8523
       -19.3789         6.5480        16.7368         4.8554        -1.6926         6.5480
       -19.3728         7.2891        16.7747         5.3938        -1.8954         7.2891
       -19.3667         8.0734        16.8169         5.9612        -2.1122         8.0734
       -19.3606         8.8975        16.8637         6.5548        -2.3427         8.8975
       -19.3545         9.7576        16.9155         7.1714        -2.5862         9.7576
       -19.3484        10.6488        16.9723         7.8069        -2.8419        10.6488
       -19.3423        11.5658        17.0346         8.4571        -3.1087        11.5658
       -19.3362        12.5025        17.1023         9.1170        -3.3855        12.5025
       -19.3301        13.4526        17.1757         9.7816        -3.6711        13.4526
       -19.3240        14.4093        17.2549        10.4454        -3.9639        14.4093
       -19.3179        15.3655        17.3398        11.1029        -4.2626        15.3655
       -19.3118        16.3142        17.4306        11.7486        -4.5656        16.3142
       -19.3057        17.2486        17.5272        12.3771        -4.8714        17.2486
       -19.2996        18.1619        17.6296        12.9834        -5.1785        18.1619
       -19.2935        19.0481        17.7376        13.5627        -5.4854        19.0481
       -19.2874        19.9015        17.8510        14.1106        -5.7909        19.9015
       -19.2813        20.7172        17.9698        14.6235        -6.0936        20.7172
       -19.2752        21.4910        18.0937        15.0984        -6.3927        21.4910
       -19.2691        22.2198        18.2224        15.5328        -6.6870        22.2198
       -19.2631        22.9009        18.3557        15.9250        -6.9759        22.9009
       -19.2570        23.5327        18.4933        16.2741        -7.2586        23.5327
       -19.2509        24.1146        18.6349        16.5799        -7.5347        24.1146
       -19.2448        24.6462        18.7802        16.8425        -7.8037        24.6462
       -19.2387        25.1281        18.9289        17.0629        -8.0652        25.1281
       -19.2326        25.5611        19.0807        17.2423        -8.3188        25.5611
       -19.2265        25.9465        19.2352        17.3824        -8.5641        25.9465
       -19.2204        26.2855        19.3923        17.4850        -8.8005        26.2855
       -19.2143        26.5793        19.5516        17.5520        -9.0273        26.5793
       -19.2082        26.8290        19.7128        17.5852        -9.2437        26.8290
       -19.2021        27.0352        19.8757        17.5865        -9.4487        27.0352
       -19.1960        27.1982        20.0399        17.5572        -9.6409        27.1982
       -19.1899        27.3175        20.2053        17.4986        -9.8189        27.3175
       -19.1838        27.3924        20.3715        17.4116        -9.9808        27.3924
       -19.1777        27.4212        20.5384        17.2965       -10.1246        27.4212
       -19.1716        27.4018        20.7055        17.1535       -10.2483        27.4018
       -19.1655        27.3318        20.8727        16.9824       -10.3494        27.3318
       -19.1594        27.2081        21.0396        16.7825       -10.4256        27.2081
       -19.1533        27.0277        21.2059        16.5531       -10.4747        27.0277
       -19.1472        26.7876        21.3713        16.2934       -10.4942        26.7876
       -19.1411        26.4846        21.5354        16.0024       -10.4822        26.4846
       -19.1350        26.1164        21.6979        15.6795       -10.4368        26.1164
       -19.1289        25.6808        21.8583        15.3241       -10.3567        25.6808
       -19.1228        25.1766        22.0163        14.9359       -10.2407        25.1766
       -19.1167        24.6035        22.1713        14.5151       -10.0884        24.6035
       -19.1106        23.9622        22.3232        14.0624        -9.8998        23.9622
       -19.1045        23.2545        22.4713        13.5789        -9.6755        23.2545
       -19.0984        22.4833        22.6152        13.0665        -9.4167        22.4833
       -19.0923        21.6528        22.7547        12.5275        -9.1253        21.6528
       -19.0862        20.7683        22.8893        11.9649        -8.8034        20.7683
       -19.0801        19.8360        23.0187        11.3819        -8.4541        19.8360
       -19.0740        18.8632        23.1425        10.7825        -8.0807        18.8632
       -19.0679        17.8578        23.2605        10.1710        -7.6868        17.8578
       -19.0618        16.8282        23.3725         9.5517        -7.2765        16.8282
       -19.0557        15.7834        23.4783         8.9295        -6.8539        15.7834
       -19.0496        14.7323        23.5777         8.3090        -6.4233        14.7323
       -19.0435        13.6839        23.6708         7.6949        -5.9891        13.6839
       -19.0374        12.6469        23.7574         7.0916        -5.5553        12.6469
       -19.0313        11.6293        23.8377         6.5033        -5.1260        11.6293
       -19.0252        10.6389        23.9117         5.9340        -4.7049        10.6389
       -19.0191         9.6824        23.9796         5.3869        -4.2955         9.6824
       -19.0130         8.7657        24.0416         4.8651        -3.9006         8.7657
