 #  energy  xx  yy  zz  sp  sm
         2.4812         1.5121         2.8346         0.0284         1.2766         3.0701
         2.4814         1.9513         1.1492         0.0009         2.2884         0.8121
         2.4815         1.5344         2.8576         0.0273         1.3291         3.0628
         2.4837         0.5973         0.6262         0.0004         0.8262         0.3974
         2.4838         0.5659         0.4363         0.0012         0.3772         0.6250
         2.4843         0.6462         0.5618         0.0011         0.4133         0.7946
         2.4844         0.6280         0.6341         0.0008         0.8505         0.4117
         2.4860         0.6364         0.5361         0.0010         0.4059         0.7666
         2.4867         0.5944         0.6219         0.0006         0.8245         0.3918
         2.4979         0.2225         0.3507         0.0002         0.0176         0.5557
         2.4984         0.8032         1.0994         0.0017         1.4368         0.4658
         2.4987         0.3719         0.3282         0.0010         0.6835         0.0165
         2.4987         0.4730         0.7197         0.0007         0.2888         0.9039
         2.4994         0.8324         1.1506         0.0014         1.5033         0.4797
         2.5002         0.4146         0.6111         0.0010         0.2460         0.7797
         2.5013         0.4109         0.3720         0.0012         0.7596         0.0232
         2.5015         0.3704         0.2796         0.0010         0.6276         0.0225
         2.5015         0.2662         0.4753         0.0005         0.0287         0.7127
         2.5015         0.2311         0.3677         0.0005         0.0152         0.5836
         2.5030         0.7994         1.1349         0.0021         1.4704         0.4638
         2.5031         0.5094         0.7954         0.0008         0.3201         0.9847
         2.5047         0.3724         0.5314         0.0008         0.2126         0.6913
         2.5057         0.4619         0.4156         0.0016         0.8559         0.0216
         2.5058         0.2227         0.3617         0.0005         0.0152         0.5693
         2.5058         0.3421         0.2286         0.0009         0.5385         0.0322
         2.5062         0.3990         0.5903         0.0008         0.2338         0.7555
         2.5063         0.2831         0.5004         0.0008         0.0298         0.7537
         2.5063         0.3419         0.4805         0.0005         0.1866         0.6357
         2.5066         0.6579         0.8361         0.0017         1.1593         0.3347
         2.5071         0.2362         0.3830         0.0005         0.0195         0.5997
         2.5076         0.3795         0.2921         0.0011         0.6489         0.0227
         2.5090         0.6305         1.4093         0.0016         1.4014         0.6383
         2.5092         0.7108         1.0189         0.0014         1.3316         0.3981
         2.5096         0.5926         1.3585         0.0015         1.3315         0.6197
         2.5112         0.6638         2.1606         0.0151         0.2258         2.5986
         2.5113         0.7763         1.7284         0.0072         2.3834         0.1212
         2.5114         0.7799         1.6320         0.0051         0.7754         1.6365
         2.5116         0.5361         0.6670         0.0014         0.9455         0.2576
         2.5124         0.8255         1.7420         0.0053         0.8165         1.7510
         2.5138         0.7505         1.6763         0.0071         2.3130         0.1138
         2.5140         0.6493         2.1562         0.0133         0.2326         2.5729
         2.5140         0.7866         1.7601         0.0070         2.4191         0.1276
         2.5144         0.6297         2.0369         0.0144         0.2086         2.4580
         2.5147         0.6355         1.3781         0.0017         1.3767         0.6369
         2.5153         0.7382         1.5689         0.0040         0.7525         1.5546
         2.5157         0.7544         1.6681         0.0018         1.6689         0.7537
         2.5163         2.2578         2.1290         0.0275         1.7210         2.6658
         2.5165         3.0713         1.8684         0.0183         3.2408         1.6990
