 #  energy  xx  yy  zz  sp  sm
         3.9861         0.0053         0.0017         0.0001         0.0046         0.0025
         3.9861         0.0034         0.0019         0.0001         0.0049         0.0004
         3.9871         0.0137         0.0036         0.0001         0.0128         0.0044
         3.9874         0.0747         0.1889         0.0056         0.0586         0.2049
         3.9874         0.0138         0.0000         0.0002         0.0066         0.0071
         3.9874         0.0134         0.1237         0.0351         0.0946         0.0425
         3.9875         0.0149         0.0039         0.0001         0.0122         0.0067
         3.9878         0.0449         0.0781         0.0017         0.0880         0.0350
         3.9878         0.0005         0.0040         0.0001         0.0037         0.0008
         3.9883         0.0176         0.0040         0.0002         0.0130         0.0086
         3.9883         0.0092         0.0025         0.0004         0.0017         0.0100
         3.9895         0.0054         0.0963         0.0027         0.0302         0.0715
         3.9921         0.0141         0.1246         0.0361         0.0989         0.0399
         3.9926         0.0083         0.0025         0.0004         0.0020         0.0088
         3.9927         0.0099         0.0018         0.0004         0.0029         0.0088
         3.9941         0.0125         0.1193         0.0311         0.0884         0.0434
         3.9944         0.0049         0.0944         0.0019         0.0295         0.0697
         3.9945         0.0099         0.1080         0.0030         0.0300         0.0880
         4.0007         0.0078         0.0157         0.0000         0.0012         0.0223
         4.0009         0.0032         0.0233         0.0001         0.0209         0.0056
         4.0009         0.0015         0.0259         0.0000         0.0200         0.0075
         4.0011         0.0081         0.0184         0.0000         0.0017         0.0248
         4.0012         0.0071         0.0169         0.0000         0.0019         0.0221
         4.0012         0.0017         0.0241         0.0000         0.0192         0.0067
         4.0013         0.0027         0.0209         0.0000         0.0193         0.0043
         4.0014         0.0062         0.0123         0.0000         0.0008         0.0177
         4.0014         0.0067         0.0139         0.0000         0.0013         0.0193
         4.0020         0.0040         0.0194         0.0001         0.0203         0.0030
         4.0021         0.0062         0.0119         0.0000         0.0008         0.0173
         4.0021         0.0044         0.0203         0.0001         0.0211         0.0036
         4.0023         0.0111         0.1237         0.0319         0.0884         0.0464
         4.0034         0.0160         0.1221         0.0331         0.0982         0.0399
         4.0046         0.0070         0.0937         0.0018         0.0262         0.0745
         4.0048         0.0107         0.1118         0.0022         0.0301         0.0924
         4.0057         0.0050         0.0126         0.0001         0.0108         0.0068
         4.0065         0.0035         0.0111         0.0002         0.0110         0.0036
         4.0068         0.0041         0.0106         0.0000         0.0095         0.0052
         4.0074         0.0130         0.1300         0.0324         0.0970         0.0461
         4.0089         0.0030         0.0067         0.0002         0.0080         0.0018
         4.0090         0.0025         0.0189         0.0002         0.0141         0.0074
         4.0090         0.0051         0.0161         0.0002         0.0131         0.0081
         4.0101         0.0084         0.0999         0.0016         0.0270         0.0812
         4.0114         0.0032         0.0088         0.0000         0.0081         0.0039
         4.0123         0.0032         0.0150         0.0003         0.0117         0.0064
         4.0132         0.0011         0.0250         0.0002         0.0142         0.0118
